"key","labid","fieldid.x","rep.x","speciessimpleid.x","defecator","final_scientific","species","genus","family","order","class","final_common","genus_group","family_group","order_group","class_group","counts","best_match_pid.mean","phylum","fieldid.y","total_reads","rep.y","rep_reads","speciessimpleid.y","spec_reads","p_reads"
"DESC_0282_15_repaPeromyscus maniculatus","DESC15","DESC_0282_15","repa","Peromyscus maniculatus","Vulpes vulpes","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",6514,100,"Chordata","DESC_0282_15",98128,"repa",37754,"Peromyscus maniculatus",17930,0.182720528289581
"DESC_0282_15_repaScapanus sp.","DESC15","DESC_0282_15","repa","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",31240,100,"Chordata","DESC_0282_15",98128,"repa",37754,"Scapanus sp.",80198,0.817279471710419
"DESC_0282_15_repbPeromyscus maniculatus","DESC15","DESC_0282_15","repb","Peromyscus maniculatus","Vulpes vulpes","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",7134,100,"Chordata","DESC_0282_15",98128,"repb",41582,"Peromyscus maniculatus",17930,0.182720528289581
"DESC_0282_15_repbScapanus sp.","DESC15","DESC_0282_15","repb","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",34448,100,"Chordata","DESC_0282_15",98128,"repb",41582,"Scapanus sp.",80198,0.817279471710419
"DESC_0282_15_repcPeromyscus maniculatus","DESC15","DESC_0282_15","repc","Peromyscus maniculatus","Vulpes vulpes","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",4282,100,"Chordata","DESC_0282_15",98128,"repc",18792,"Peromyscus maniculatus",17930,0.182720528289581
"DESC_0282_15_repcScapanus sp.","DESC15","DESC_0282_15","repc","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",14510,100,"Chordata","DESC_0282_15",98128,"repc",18792,"Scapanus sp.",80198,0.817279471710419
"DESC_0282_16_repaTamias sp","DESC16","DESC_0282_16","repa","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",570,100,"Chordata","DESC_0282_16",2642,"repa",570,"Tamias sp",2642,1
"DESC_0282_16_repbTamias sp","DESC16","DESC_0282_16","repb","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",1014,100,"Chordata","DESC_0282_16",2642,"repb",1014,"Tamias sp",2642,1
"DESC_0282_16_repcTamias sp","DESC16","DESC_0282_16","repc","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",1058,100,"Chordata","DESC_0282_16",2642,"repc",1058,"Tamias sp",2642,1
"DESC_0282_18_repaMyodes californicus","DESC19","DESC_0282_18","repa","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",1778,100,"Chordata","DESC_0282_18",3604,"repa",1778,"Myodes californicus",3604,1
"DESC_0282_18_repbMyodes californicus","DESC19","DESC_0282_18","repb","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",1208,100,"Chordata","DESC_0282_18",3604,"repb",1208,"Myodes californicus",3604,1
"DESC_0282_18_repcMyodes californicus","DESC19","DESC_0282_18","repc","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",618,100,"Chordata","DESC_0282_18",3604,"repc",618,"Myodes californicus",3604,1
"DESC_0282_21_repaCervus canadensis","DESC22","DESC_0282_21","repa","Cervus canadensis","Vulpes vulpes","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",2394,100,"Chordata","DESC_0282_21",222814,"repa",68846,"Cervus canadensis",8716,0.039117829220785
"DESC_0282_21_repaOdocoileus sp.","DESC22","DESC_0282_21","repa","Odocoileus sp.","Vulpes vulpes","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",6816,100,"Chordata","DESC_0282_21",222814,"repa",68846,"Odocoileus sp.",23918,0.107345139892466
"DESC_0282_21_repaPeromyscus maniculatus","DESC22","DESC_0282_21","repa","Peromyscus maniculatus","Vulpes vulpes","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",59636,100,"Chordata","DESC_0282_21",222814,"repa",68846,"Peromyscus maniculatus",190180,0.853537030886749
"DESC_0282_21_repbCervus canadensis","DESC22","DESC_0282_21","repb","Cervus canadensis","Vulpes vulpes","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",3840,100,"Chordata","DESC_0282_21",222814,"repb",87298,"Cervus canadensis",8716,0.039117829220785
"DESC_0282_21_repbOdocoileus sp.","DESC22","DESC_0282_21","repb","Odocoileus sp.","Vulpes vulpes","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",9944,100,"Chordata","DESC_0282_21",222814,"repb",87298,"Odocoileus sp.",23918,0.107345139892466
"DESC_0282_21_repbPeromyscus maniculatus","DESC22","DESC_0282_21","repb","Peromyscus maniculatus","Vulpes vulpes","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",73514,100,"Chordata","DESC_0282_21",222814,"repb",87298,"Peromyscus maniculatus",190180,0.853537030886749
"DESC_0282_21_repcCervus canadensis","DESC22","DESC_0282_21","repc","Cervus canadensis","Vulpes vulpes","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",2482,100,"Chordata","DESC_0282_21",222814,"repc",66670,"Cervus canadensis",8716,0.039117829220785
"DESC_0282_21_repcOdocoileus sp.","DESC22","DESC_0282_21","repc","Odocoileus sp.","Vulpes vulpes","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",7158,100,"Chordata","DESC_0282_21",222814,"repc",66670,"Odocoileus sp.",23918,0.107345139892466
"DESC_0282_21_repcPeromyscus maniculatus","DESC22","DESC_0282_21","repc","Peromyscus maniculatus","Vulpes vulpes","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",57030,100,"Chordata","DESC_0282_21",222814,"repc",66670,"Peromyscus maniculatus",190180,0.853537030886749
"DESC_0282_23_repaCallospermophilus lateralis","DESC24","DESC_0282_23","repa","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",332,100,"Chordata","DESC_0282_23",40946,"repa",8434,"Callospermophilus lateralis",1294,0.0316025985444244
"DESC_0282_23_repaMyodes californicus","DESC24","DESC_0282_23","repa","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",3912,100,"Chordata","DESC_0282_23",40946,"repa",8434,"Myodes californicus",20790,0.507741903971084
"DESC_0282_23_repaPhenacomys intermedius","DESC24","DESC_0282_23","repa","Phenacomys intermedius","Vulpes vulpes","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Western heather vole","Vole","Cricetids","Rodents","Mammals",4190,99.02,"Chordata","DESC_0282_23",40946,"repa",8434,"Phenacomys intermedius",18862,0.460655497484492
"DESC_0282_23_repbCallospermophilus lateralis","DESC24","DESC_0282_23","repb","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",0,100,"Chordata","DESC_0282_23",40946,"repb",10111,"Callospermophilus lateralis",1294,0.0316025985444244
"DESC_0282_23_repbMyodes californicus","DESC24","DESC_0282_23","repb","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",5436,100,"Chordata","DESC_0282_23",40946,"repb",10111,"Myodes californicus",20790,0.507741903971084
"DESC_0282_23_repbPhenacomys intermedius","DESC24","DESC_0282_23","repb","Phenacomys intermedius","Vulpes vulpes","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Western heather vole","Vole","Cricetids","Rodents","Mammals",4675,99.02,"Chordata","DESC_0282_23",40946,"repb",10111,"Phenacomys intermedius",18862,0.460655497484492
"DESC_0282_23_repcCallospermophilus lateralis","DESC24","DESC_0282_23","repc","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",962,100,"Chordata","DESC_0282_23",40946,"repc",22401,"Callospermophilus lateralis",1294,0.0316025985444244
"DESC_0282_23_repcMyodes californicus","DESC24","DESC_0282_23","repc","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",11442,100,"Chordata","DESC_0282_23",40946,"repc",22401,"Myodes californicus",20790,0.507741903971084
"DESC_0282_23_repcPhenacomys intermedius","DESC24","DESC_0282_23","repc","Phenacomys intermedius","Vulpes vulpes","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Western heather vole","Vole","Cricetids","Rodents","Mammals",9997,99.02,"Chordata","DESC_0282_23",40946,"repc",22401,"Phenacomys intermedius",18862,0.460655497484492
"DESC_0282_3_repaPhenacomys intermedius","DESC03","DESC_0282_3","repa","Phenacomys intermedius","Vulpes vulpes","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Western heather vole","Vole","Cricetids","Rodents","Mammals",4447,98.68,"Chordata","DESC_0282_3",18472,"repa",4447,"Phenacomys intermedius",18472,1
"DESC_0282_3_repbPhenacomys intermedius","DESC03","DESC_0282_3","repb","Phenacomys intermedius","Vulpes vulpes","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Western heather vole","Vole","Cricetids","Rodents","Mammals",6785,98.68,"Chordata","DESC_0282_3",18472,"repb",6785,"Phenacomys intermedius",18472,1
"DESC_0282_3_repcPhenacomys intermedius","DESC03","DESC_0282_3","repc","Phenacomys intermedius","Vulpes vulpes","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Western heather vole","Vole","Cricetids","Rodents","Mammals",7240,98.68,"Chordata","DESC_0282_3",18472,"repc",7240,"Phenacomys intermedius",18472,1
"DESC_0282_30_repaLepus americanus","DESC31","DESC_0282_30","repa","Lepus americanus","Vulpes vulpes","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",13738,98.02,"Chordata","DESC_0282_30",106597,"repa",13738,"Lepus americanus",106597,1
"DESC_0282_30_repbLepus americanus","DESC31","DESC_0282_30","repb","Lepus americanus","Vulpes vulpes","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",39905,98.02,"Chordata","DESC_0282_30",106597,"repb",39905,"Lepus americanus",106597,1
"DESC_0282_30_repcLepus americanus","DESC31","DESC_0282_30","repc","Lepus americanus","Vulpes vulpes","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",52954,98.02,"Chordata","DESC_0282_30",106597,"repc",52954,"Lepus americanus",106597,1
"DESC_0282_32_repaTamias sp","DESC33","DESC_0282_32","repa","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",3328,99.505,"Chordata","DESC_0282_32",32774,"repa",3328,"Tamias sp",32774,1
"DESC_0282_32_repbTamias sp","DESC33","DESC_0282_32","repb","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",12288,99.505,"Chordata","DESC_0282_32",32774,"repb",12288,"Tamias sp",32774,1
"DESC_0282_32_repcTamias sp","DESC33","DESC_0282_32","repc","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",17158,99.505,"Chordata","DESC_0282_32",32774,"repc",17158,"Tamias sp",32774,1
"DESC_0282_33_repaCallospermophilus lateralis","DESC34","DESC_0282_33","repa","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",45334,99.52825,"Chordata","DESC_0282_33",174464,"repa",45334,"Callospermophilus lateralis",174464,1
"DESC_0282_33_repbCallospermophilus lateralis","DESC34","DESC_0282_33","repb","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",77108,99.52825,"Chordata","DESC_0282_33",174464,"repb",77108,"Callospermophilus lateralis",174464,1
"DESC_0282_33_repcCallospermophilus lateralis","DESC34","DESC_0282_33","repc","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",52022,99.52825,"Chordata","DESC_0282_33",174464,"repc",52022,"Callospermophilus lateralis",174464,1
"DESC_0282_35_repaLarus sp.","DESC36","DESC_0282_35","repa","Larus sp.","Vulpes vulpes","Larus sp.","sp.","Larus","Charadriidae","Charadriiformes","Aves","Gull","Gull","Gulls","Gulls and shorebirds","Birds",52,100,"Chordata","DESC_0282_35",6097,"repa",596,"Larus sp.",1435,0.235361653272101
"DESC_0282_35_repaMyodes californicus","DESC36","DESC_0282_35","repa","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",482,100,"Chordata","DESC_0282_35",6097,"repa",596,"Myodes californicus",3978,0.652452025586354
"DESC_0282_35_repaScapanus sp.","DESC36","DESC_0282_35","repa","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",62,100,"Chordata","DESC_0282_35",6097,"repa",596,"Scapanus sp.",684,0.112186321141545
"DESC_0282_35_repbLarus sp.","DESC36","DESC_0282_35","repb","Larus sp.","Vulpes vulpes","Larus sp.","sp.","Larus","Charadriidae","Charadriiformes","Aves","Gull","Gull","Gulls","Gulls and shorebirds","Birds",118,100,"Chordata","DESC_0282_35",6097,"repb",1206,"Larus sp.",1435,0.235361653272101
"DESC_0282_35_repbMyodes californicus","DESC36","DESC_0282_35","repb","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",902,100,"Chordata","DESC_0282_35",6097,"repb",1206,"Myodes californicus",3978,0.652452025586354
"DESC_0282_35_repbScapanus sp.","DESC36","DESC_0282_35","repb","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",186,100,"Chordata","DESC_0282_35",6097,"repb",1206,"Scapanus sp.",684,0.112186321141545
"DESC_0282_35_repcLarus sp.","DESC36","DESC_0282_35","repc","Larus sp.","Vulpes vulpes","Larus sp.","sp.","Larus","Charadriidae","Charadriiformes","Aves","Gull","Gull","Gulls","Gulls and shorebirds","Birds",1265,100,"Chordata","DESC_0282_35",6097,"repc",4295,"Larus sp.",1435,0.235361653272101
"DESC_0282_35_repcMyodes californicus","DESC36","DESC_0282_35","repc","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",2594,100,"Chordata","DESC_0282_35",6097,"repc",4295,"Myodes californicus",3978,0.652452025586354
"DESC_0282_35_repcScapanus sp.","DESC36","DESC_0282_35","repc","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",436,100,"Chordata","DESC_0282_35",6097,"repc",4295,"Scapanus sp.",684,0.112186321141545
"DESC_0282_39_repaCallospermophilus lateralis","DESC41","DESC_0282_39","repa","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",188,100,"Chordata","DESC_0282_39",1804,"repa",916,"Callospermophilus lateralis",506,0.280487804878049
"DESC_0282_39_repaTamias sp","DESC41","DESC_0282_39","repa","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",728,100,"Chordata","DESC_0282_39",1804,"repa",916,"Tamias sp",1298,0.719512195121951
"DESC_0282_39_repbCallospermophilus lateralis","DESC41","DESC_0282_39","repb","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",118,100,"Chordata","DESC_0282_39",1804,"repb",118,"Callospermophilus lateralis",506,0.280487804878049
"DESC_0282_39_repbTamias sp","DESC41","DESC_0282_39","repb","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",0,100,"Chordata","DESC_0282_39",1804,"repb",118,"Tamias sp",1298,0.719512195121951
"DESC_0282_39_repcCallospermophilus lateralis","DESC41","DESC_0282_39","repc","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",200,100,"Chordata","DESC_0282_39",1804,"repc",770,"Callospermophilus lateralis",506,0.280487804878049
"DESC_0282_39_repcTamias sp","DESC41","DESC_0282_39","repc","Tamias sp","Vulpes vulpes","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",570,100,"Chordata","DESC_0282_39",1804,"repc",770,"Tamias sp",1298,0.719512195121951
"DESC_0282_41_repaCervus canadensis","DESC43","DESC_0282_41","repa","Cervus canadensis","Vulpes vulpes","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",0,99.755,"Chordata","DESC_0282_41",38754,"repa",1052,"Cervus canadensis",36108,0.931723176962378
"DESC_0282_41_repaScapanus sp.","DESC43","DESC_0282_41","repa","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",1052,100,"Chordata","DESC_0282_41",38754,"repa",1052,"Scapanus sp.",2646,0.0682768230376219
"DESC_0282_41_repbCervus canadensis","DESC43","DESC_0282_41","repb","Cervus canadensis","Vulpes vulpes","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",0,99.755,"Chordata","DESC_0282_41",38754,"repb",324,"Cervus canadensis",36108,0.931723176962378
"DESC_0282_41_repbScapanus sp.","DESC43","DESC_0282_41","repb","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",324,100,"Chordata","DESC_0282_41",38754,"repb",324,"Scapanus sp.",2646,0.0682768230376219
"DESC_0282_41_repcCervus canadensis","DESC43","DESC_0282_41","repc","Cervus canadensis","Vulpes vulpes","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",36108,99.755,"Chordata","DESC_0282_41",38754,"repc",37378,"Cervus canadensis",36108,0.931723176962378
"DESC_0282_41_repcScapanus sp.","DESC43","DESC_0282_41","repc","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",1270,100,"Chordata","DESC_0282_41",38754,"repc",37378,"Scapanus sp.",2646,0.0682768230376219
"DESC_0282_42_repaLepus americanus","DESC44","DESC_0282_42","repa","Lepus americanus","Vulpes vulpes","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",4098,98.02,"Chordata","DESC_0282_42",64714,"repa",21124,"Lepus americanus",13000,0.200883889112093
"DESC_0282_42_repaOdocoileus sp.","DESC44","DESC_0282_42","repa","Odocoileus sp.","Vulpes vulpes","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",7614,99.6733333333333,"Chordata","DESC_0282_42",64714,"repa",21124,"Odocoileus sp.",24444,0.377723521958154
"DESC_0282_42_repaSorex sp.","DESC44","DESC_0282_42","repa","Sorex sp.","Vulpes vulpes","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Shrew","Shrew","Shrews","Moles and shrews","Mammals",9412,100,"Chordata","DESC_0282_42",64714,"repa",21124,"Sorex sp.",27270,0.421392588929752
"DESC_0282_42_repbLepus americanus","DESC44","DESC_0282_42","repb","Lepus americanus","Vulpes vulpes","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",2840,98.02,"Chordata","DESC_0282_42",64714,"repb",15054,"Lepus americanus",13000,0.200883889112093
"DESC_0282_42_repbOdocoileus sp.","DESC44","DESC_0282_42","repb","Odocoileus sp.","Vulpes vulpes","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",6184,99.6733333333333,"Chordata","DESC_0282_42",64714,"repb",15054,"Odocoileus sp.",24444,0.377723521958154
"DESC_0282_42_repbSorex sp.","DESC44","DESC_0282_42","repb","Sorex sp.","Vulpes vulpes","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Shrew","Shrew","Shrews","Moles and shrews","Mammals",6030,100,"Chordata","DESC_0282_42",64714,"repb",15054,"Sorex sp.",27270,0.421392588929752
"DESC_0282_42_repcLepus americanus","DESC44","DESC_0282_42","repc","Lepus americanus","Vulpes vulpes","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",6062,98.02,"Chordata","DESC_0282_42",64714,"repc",28536,"Lepus americanus",13000,0.200883889112093
"DESC_0282_42_repcOdocoileus sp.","DESC44","DESC_0282_42","repc","Odocoileus sp.","Vulpes vulpes","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",10646,99.6733333333333,"Chordata","DESC_0282_42",64714,"repc",28536,"Odocoileus sp.",24444,0.377723521958154
"DESC_0282_42_repcSorex sp.","DESC44","DESC_0282_42","repc","Sorex sp.","Vulpes vulpes","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Shrew","Shrew","Shrews","Moles and shrews","Mammals",11828,100,"Chordata","DESC_0282_42",64714,"repc",28536,"Sorex sp.",27270,0.421392588929752
"DESC_0459_9_repaCallospermophilus lateralis","DESC149","DESC_0459_9","repa","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",204,100,"Chordata","DESC_0459_9",14150,"repa",3608,"Callospermophilus lateralis",634,0.0448056537102473
"DESC_0459_9_repaMyodes californicus","DESC149","DESC_0459_9","repa","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",976,100,"Chordata","DESC_0459_9",14150,"repa",3608,"Myodes californicus",3630,0.256537102473498
"DESC_0459_9_repaScapanus sp.","DESC149","DESC_0459_9","repa","Scapanus sp.","Vulpes vulpes","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",1336,100,"Chordata","DESC_0459_9",14150,"repa",3608,"Scapanus sp.",4978,0.351802120141343
"DESC_0459_9_repaSorex sp.","DESC149","DESC_0459_9","repa","Sorex sp.","Vulpes vulpes","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Shrew","Shrew","Shrews","Moles and shrews","Mammals",1092,100,"Chordata","DESC_0459_9",14150,"repa",3608,"Sorex sp.",4908,0.346855123674912
"DESC_0459_9_repbCallospermophilus lateralis","DESC149","DESC_0459_9","repb","Callospermophilus lateralis","Vulpes vulpes","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",0,100,"Chordata","DESC_0459_9",14150,"repb",2740,"Callospermophilus lateralis",634,0.0448056537102473
"DESC_0459_9_repbMyodes californicus","DESC149","DESC_0459_9","repb","Myodes californicus","Vulpes vulpes","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",636,100,"Chordata","DESC_0459_9",14150,"repb",2740,"Myodes californicus",3630,0.256537102473498
