"key","labid","fieldid.x","rep.x","speciessimpleid.x","defecator","final_scientific","species","genus","family","order","class","final_common","genus_group","family_group","order_group","class_group","counts","best_match_pid.mean","phylum","fieldid.y","total_reads","rep.y","rep_reads","speciessimpleid.y","spec_reads","p_reads"
"DESC_0282_5_repaThomomys talpoides","DESC05","DESC_0282_5","repa","Thomomys talpoides","Canis latrans","Thomomys talpoides","talpoides","Thomomys","Geomyidae","Rodentia","Mammalia","Northern pocket gopher","Pocket gopher","Pocket gophers","Rodents","Mammals",3075,99.01,"Chordata","DESC_0282_5",13482,"repa",3075,"Thomomys talpoides",13482,1
"DESC_0282_5_repbThomomys talpoides","DESC05","DESC_0282_5","repb","Thomomys talpoides","Canis latrans","Thomomys talpoides","talpoides","Thomomys","Geomyidae","Rodentia","Mammalia","Northern pocket gopher","Pocket gopher","Pocket gophers","Rodents","Mammals",5564,99.01,"Chordata","DESC_0282_5",13482,"repb",5564,"Thomomys talpoides",13482,1
"DESC_0282_5_repcThomomys talpoides","DESC05","DESC_0282_5","repc","Thomomys talpoides","Canis latrans","Thomomys talpoides","talpoides","Thomomys","Geomyidae","Rodentia","Mammalia","Northern pocket gopher","Pocket gopher","Pocket gophers","Rodents","Mammals",4843,99.01,"Chordata","DESC_0282_5",13482,"repc",4843,"Thomomys talpoides",13482,1
"DESC_0282_8_repaMarmota flaviventris","DESC08","DESC_0282_8","repa","Marmota flaviventris","Canis latrans","Marmota flaviventris","flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Yellow-bellied marmot","Marmot","Squirrels","Rodents","Mammals",156,100,"Chordata","DESC_0282_8",434,"repa",156,"Marmota flaviventris",434,1
"DESC_0282_8_repbMarmota flaviventris","DESC08","DESC_0282_8","repb","Marmota flaviventris","Canis latrans","Marmota flaviventris","flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Yellow-bellied marmot","Marmot","Squirrels","Rodents","Mammals",142,100,"Chordata","DESC_0282_8",434,"repb",142,"Marmota flaviventris",434,1
"DESC_0282_8_repcMarmota flaviventris","DESC08","DESC_0282_8","repc","Marmota flaviventris","Canis latrans","Marmota flaviventris","flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Yellow-bellied marmot","Marmot","Squirrels","Rodents","Mammals",136,100,"Chordata","DESC_0282_8",434,"repc",136,"Marmota flaviventris",434,1
"DESC_0637_15_repaLepus americanus","DESC189","DESC_0637_15","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",19832,98.02,"Chordata","DESC_0637_15",46512,"repa",19832,"Lepus americanus",46512,1
"DESC_0637_15_repbLepus americanus","DESC189","DESC_0637_15","repb","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",11596,98.02,"Chordata","DESC_0637_15",46512,"repb",11596,"Lepus americanus",46512,1
"DESC_0637_15_repcLepus americanus","DESC189","DESC_0637_15","repc","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",15084,98.02,"Chordata","DESC_0637_15",46512,"repc",15084,"Lepus americanus",46512,1
"DESC_0637_19_repaDendragapus fuliginosus","DESC193","DESC_0637_19","repa","Dendragapus fuliginosus","Canis latrans","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",194,100,"Chordata","DESC_0637_19",2767,"repa",1310,"Dendragapus fuliginosus",385,0.139139862667149
"DESC_0637_19_repaLepus americanus","DESC193","DESC_0637_19","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",1116,98.02,"Chordata","DESC_0637_19",2767,"repa",1310,"Lepus americanus",2382,0.860860137332851
"DESC_0637_19_repbDendragapus fuliginosus","DESC193","DESC_0637_19","repb","Dendragapus fuliginosus","Canis latrans","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",96,100,"Chordata","DESC_0637_19",2767,"repb",628,"Dendragapus fuliginosus",385,0.139139862667149
"DESC_0637_19_repbLepus americanus","DESC193","DESC_0637_19","repb","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",532,98.02,"Chordata","DESC_0637_19",2767,"repb",628,"Lepus americanus",2382,0.860860137332851
"DESC_0637_19_repcDendragapus fuliginosus","DESC193","DESC_0637_19","repc","Dendragapus fuliginosus","Canis latrans","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",95,100,"Chordata","DESC_0637_19",2767,"repc",829,"Dendragapus fuliginosus",385,0.139139862667149
"DESC_0637_19_repcLepus americanus","DESC193","DESC_0637_19","repc","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",734,98.02,"Chordata","DESC_0637_19",2767,"repc",829,"Lepus americanus",2382,0.860860137332851
"DESC_0637_20_repaDendragapus fuliginosus","DESC194","DESC_0637_20","repa","Dendragapus fuliginosus","Canis latrans","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",2302,100,"Chordata","DESC_0637_20",6596,"repa",2806,"Dendragapus fuliginosus",5228,0.792601576713159
"DESC_0637_20_repaLepus americanus","DESC194","DESC_0637_20","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",504,98.02,"Chordata","DESC_0637_20",6596,"repa",2806,"Lepus americanus",1368,0.207398423286841
"DESC_0637_20_repbDendragapus fuliginosus","DESC194","DESC_0637_20","repb","Dendragapus fuliginosus","Canis latrans","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",1658,100,"Chordata","DESC_0637_20",6596,"repb",2144,"Dendragapus fuliginosus",5228,0.792601576713159
"DESC_0637_20_repbLepus americanus","DESC194","DESC_0637_20","repb","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",486,98.02,"Chordata","DESC_0637_20",6596,"repb",2144,"Lepus americanus",1368,0.207398423286841
"DESC_0637_20_repcDendragapus fuliginosus","DESC194","DESC_0637_20","repc","Dendragapus fuliginosus","Canis latrans","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",1268,100,"Chordata","DESC_0637_20",6596,"repc",1646,"Dendragapus fuliginosus",5228,0.792601576713159
"DESC_0637_20_repcLepus americanus","DESC194","DESC_0637_20","repc","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",378,98.02,"Chordata","DESC_0637_20",6596,"repc",1646,"Lepus americanus",1368,0.207398423286841
"DESC_0637_5_repaLepus americanus","DESC179","DESC_0637_5","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",3386,98.02,"Chordata","DESC_0637_5",12664,"repa",3386,"Lepus americanus",12664,1
"DESC_0637_5_repbLepus americanus","DESC179","DESC_0637_5","repb","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",5074,98.02,"Chordata","DESC_0637_5",12664,"repb",5074,"Lepus americanus",12664,1
"DESC_0637_5_repcLepus americanus","DESC179","DESC_0637_5","repc","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",4204,98.02,"Chordata","DESC_0637_5",12664,"repc",4204,"Lepus americanus",12664,1
"DESC_0637_6_repaLepus americanus","DESC180","DESC_0637_6","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",1226,98.02,"Chordata","DESC_0637_6",3332,"repa",1226,"Lepus americanus",3332,1
"DESC_0637_6_repbLepus americanus","DESC180","DESC_0637_6","repb","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",992,98.02,"Chordata","DESC_0637_6",3332,"repb",992,"Lepus americanus",3332,1
"DESC_0637_6_repcLepus americanus","DESC180","DESC_0637_6","repc","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",1114,98.02,"Chordata","DESC_0637_6",3332,"repc",1114,"Lepus americanus",3332,1
"JEFF_0424_13_repaCallospermophilus lateralis","JEFF13","JEFF_0424_13","repa","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",1052,100,"Chordata","JEFF_0424_13",21300,"repa",3724,"Callospermophilus lateralis",5230,0.245539906103286
"JEFF_0424_13_repaTamias sp","JEFF13","JEFF_0424_13","repa","Tamias sp","Canis latrans","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",0,99.505,"Chordata","JEFF_0424_13",21300,"repa",3724,"Tamias sp",3914,0.183755868544601
"JEFF_0424_13_repaTamiasciurus douglasii","JEFF13","JEFF_0424_13","repa","Tamiasciurus douglasii","Canis latrans","Tamiasciurus douglasii","douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Douglas squirrel","Squirrel","Squirrels","Rodents","Mammals",2672,99.505,"Chordata","JEFF_0424_13",21300,"repa",3724,"Tamiasciurus douglasii",12156,0.570704225352113
"JEFF_0424_13_repbCallospermophilus lateralis","JEFF13","JEFF_0424_13","repb","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",2826,100,"Chordata","JEFF_0424_13",21300,"repb",12536,"Callospermophilus lateralis",5230,0.245539906103286
"JEFF_0424_13_repbTamias sp","JEFF13","JEFF_0424_13","repb","Tamias sp","Canis latrans","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",2906,99.505,"Chordata","JEFF_0424_13",21300,"repb",12536,"Tamias sp",3914,0.183755868544601
"JEFF_0424_13_repbTamiasciurus douglasii","JEFF13","JEFF_0424_13","repb","Tamiasciurus douglasii","Canis latrans","Tamiasciurus douglasii","douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Douglas squirrel","Squirrel","Squirrels","Rodents","Mammals",6804,99.505,"Chordata","JEFF_0424_13",21300,"repb",12536,"Tamiasciurus douglasii",12156,0.570704225352113
"JEFF_0424_13_repcCallospermophilus lateralis","JEFF13","JEFF_0424_13","repc","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",1352,100,"Chordata","JEFF_0424_13",21300,"repc",5040,"Callospermophilus lateralis",5230,0.245539906103286
"JEFF_0424_13_repcTamias sp","JEFF13","JEFF_0424_13","repc","Tamias sp","Canis latrans","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",1008,99.505,"Chordata","JEFF_0424_13",21300,"repc",5040,"Tamias sp",3914,0.183755868544601
"JEFF_0424_13_repcTamiasciurus douglasii","JEFF13","JEFF_0424_13","repc","Tamiasciurus douglasii","Canis latrans","Tamiasciurus douglasii","douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Douglas squirrel","Squirrel","Squirrels","Rodents","Mammals",2680,99.505,"Chordata","JEFF_0424_13",21300,"repc",5040,"Tamiasciurus douglasii",12156,0.570704225352113
"JEFF_0424_6_repaCallospermophilus lateralis","JEFF06","JEFF_0424_6","repa","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",1040,100,"Chordata","JEFF_0424_6",6173,"repa",1118,"Callospermophilus lateralis",5848,0.94735136886441
"JEFF_0424_6_repaMicrotus sp.","JEFF06","JEFF_0424_6","repa","Microtus sp.","Canis latrans","Microtus sp.","sp.","Microtus","Cricetidae","Rodentia","Mammalia","Vole","Vole","Cricetids","Rodents","Mammals",78,100,"Chordata","JEFF_0424_6",6173,"repa",1118,"Microtus sp.",325,0.0526486311355905
"JEFF_0424_6_repbCallospermophilus lateralis","JEFF06","JEFF_0424_6","repb","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",2570,100,"Chordata","JEFF_0424_6",6173,"repb",2701,"Callospermophilus lateralis",5848,0.94735136886441
"JEFF_0424_6_repbMicrotus sp.","JEFF06","JEFF_0424_6","repb","Microtus sp.","Canis latrans","Microtus sp.","sp.","Microtus","Cricetidae","Rodentia","Mammalia","Vole","Vole","Cricetids","Rodents","Mammals",131,100,"Chordata","JEFF_0424_6",6173,"repb",2701,"Microtus sp.",325,0.0526486311355905
"JEFF_0424_6_repcCallospermophilus lateralis","JEFF06","JEFF_0424_6","repc","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",2238,100,"Chordata","JEFF_0424_6",6173,"repc",2354,"Callospermophilus lateralis",5848,0.94735136886441
"JEFF_0424_6_repcMicrotus sp.","JEFF06","JEFF_0424_6","repc","Microtus sp.","Canis latrans","Microtus sp.","sp.","Microtus","Cricetidae","Rodentia","Mammalia","Vole","Vole","Cricetids","Rodents","Mammals",116,100,"Chordata","JEFF_0424_6",6173,"repc",2354,"Microtus sp.",325,0.0526486311355905
"JEFF_0424_7_repaCallospermophilus lateralis","JEFF07","JEFF_0424_7","repa","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",10950,100,"Chordata","JEFF_0424_7",51052,"repa",10950,"Callospermophilus lateralis",51052,1
"JEFF_0424_7_repbCallospermophilus lateralis","JEFF07","JEFF_0424_7","repb","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",27094,100,"Chordata","JEFF_0424_7",51052,"repb",27094,"Callospermophilus lateralis",51052,1
"JEFF_0424_7_repcCallospermophilus lateralis","JEFF07","JEFF_0424_7","repc","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",13008,100,"Chordata","JEFF_0424_7",51052,"repc",13008,"Callospermophilus lateralis",51052,1
"LINN_0455_1_repaOdocoileus sp.","LINN01","LINN_0455_1","repa","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",0,99.51,"Chordata","LINN_0455_1",7250,"repa",0,"Odocoileus sp.",7250,1
"LINN_0455_1_repbOdocoileus sp.","LINN01","LINN_0455_1","repb","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",2868,99.51,"Chordata","LINN_0455_1",7250,"repb",2868,"Odocoileus sp.",7250,1
"LINN_0455_1_repcOdocoileus sp.","LINN01","LINN_0455_1","repc","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",4382,99.51,"Chordata","LINN_0455_1",7250,"repc",4382,"Odocoileus sp.",7250,1
"LINN_0455_14_repaLepus americanus","LINN14","LINN_0455_14","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",7238,98.02,"Chordata","LINN_0455_14",44003,"repa",8863,"Lepus americanus",35940,0.816762493466355
"LINN_0455_14_repaOdocoileus sp.","LINN14","LINN_0455_14","repa","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",278,100,"Chordata","LINN_0455_14",44003,"repa",8863,"Odocoileus sp.",870,0.0197713792241438
"LINN_0455_14_repaPeromyscus maniculatus","LINN14","LINN_0455_14","repa","Peromyscus maniculatus","Canis latrans","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",323,100,"Chordata","LINN_0455_14",44003,"repa",8863,"Peromyscus maniculatus",691,0.0157034747630843
"LINN_0455_14_repaScapanus sp.","LINN14","LINN_0455_14","repa","Scapanus sp.","Canis latrans","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",1024,100,"Chordata","LINN_0455_14",44003,"repa",8863,"Scapanus sp.",6502,0.147762652546417
"LINN_0455_14_repbLepus americanus","LINN14","LINN_0455_14","repb","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",11662,98.02,"Chordata","LINN_0455_14",44003,"repb",14711,"Lepus americanus",35940,0.816762493466355
"LINN_0455_14_repbOdocoileus sp.","LINN14","LINN_0455_14","repb","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",592,100,"Chordata","LINN_0455_14",44003,"repb",14711,"Odocoileus sp.",870,0.0197713792241438
"LINN_0455_14_repbPeromyscus maniculatus","LINN14","LINN_0455_14","repb","Peromyscus maniculatus","Canis latrans","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",97,100,"Chordata","LINN_0455_14",44003,"repb",14711,"Peromyscus maniculatus",691,0.0157034747630843
"LINN_0455_14_repbScapanus sp.","LINN14","LINN_0455_14","repb","Scapanus sp.","Canis latrans","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",2360,100,"Chordata","LINN_0455_14",44003,"repb",14711,"Scapanus sp.",6502,0.147762652546417
"LINN_0455_14_repcLepus americanus","LINN14","LINN_0455_14","repc","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",17040,98.02,"Chordata","LINN_0455_14",44003,"repc",20429,"Lepus americanus",35940,0.816762493466355
"LINN_0455_14_repcOdocoileus sp.","LINN14","LINN_0455_14","repc","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",0,100,"Chordata","LINN_0455_14",44003,"repc",20429,"Odocoileus sp.",870,0.0197713792241438
"LINN_0455_14_repcPeromyscus maniculatus","LINN14","LINN_0455_14","repc","Peromyscus maniculatus","Canis latrans","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",271,100,"Chordata","LINN_0455_14",44003,"repc",20429,"Peromyscus maniculatus",691,0.0157034747630843
"LINN_0455_14_repcScapanus sp.","LINN14","LINN_0455_14","repc","Scapanus sp.","Canis latrans","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Mole","Mole","Moles","Moles and shrews","Mammals",3118,100,"Chordata","LINN_0455_14",44003,"repc",20429,"Scapanus sp.",6502,0.147762652546417
"LINN_0455_19_repaCallospermophilus lateralis","LINN19","LINN_0455_19","repa","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",3785,99.67,"Chordata","LINN_0455_19",83067,"repa",28097,"Callospermophilus lateralis",9105,0.109610314565351
"LINN_0455_19_repaOdocoileus sp.","LINN19","LINN_0455_19","repa","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",23926,100,"Chordata","LINN_0455_19",83067,"repa",28097,"Odocoileus sp.",72996,0.878760518617501
"LINN_0455_19_repaTamias sp","LINN19","LINN_0455_19","repa","Tamias sp","Canis latrans","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",166,100,"Chordata","LINN_0455_19",83067,"repa",28097,"Tamias sp",459,0.00552566000939001
"LINN_0455_19_repaThomomys talpoides","LINN19","LINN_0455_19","repa","Thomomys talpoides","Canis latrans","Thomomys talpoides","talpoides","Thomomys","Geomyidae","Rodentia","Mammalia","Northern pocket gopher","Pocket gopher","Pocket gophers","Rodents","Mammals",220,99.01,"Chordata","LINN_0455_19",83067,"repa",28097,"Thomomys talpoides",507,0.00610350680775759
"LINN_0455_19_repbCallospermophilus lateralis","LINN19","LINN_0455_19","repb","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",5320,99.67,"Chordata","LINN_0455_19",83067,"repb",40554,"Callospermophilus lateralis",9105,0.109610314565351
"LINN_0455_19_repbOdocoileus sp.","LINN19","LINN_0455_19","repb","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",34798,100,"Chordata","LINN_0455_19",83067,"repb",40554,"Odocoileus sp.",72996,0.878760518617501
"LINN_0455_19_repbTamias sp","LINN19","LINN_0455_19","repb","Tamias sp","Canis latrans","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",225,100,"Chordata","LINN_0455_19",83067,"repb",40554,"Tamias sp",459,0.00552566000939001
"LINN_0455_19_repbThomomys talpoides","LINN19","LINN_0455_19","repb","Thomomys talpoides","Canis latrans","Thomomys talpoides","talpoides","Thomomys","Geomyidae","Rodentia","Mammalia","Northern pocket gopher","Pocket gopher","Pocket gophers","Rodents","Mammals",211,99.01,"Chordata","LINN_0455_19",83067,"repb",40554,"Thomomys talpoides",507,0.00610350680775759
"LINN_0455_19_repcCallospermophilus lateralis","LINN19","LINN_0455_19","repc","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",0,99.67,"Chordata","LINN_0455_19",83067,"repc",14416,"Callospermophilus lateralis",9105,0.109610314565351
"LINN_0455_19_repcOdocoileus sp.","LINN19","LINN_0455_19","repc","Odocoileus sp.","Canis latrans","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",14272,100,"Chordata","LINN_0455_19",83067,"repc",14416,"Odocoileus sp.",72996,0.878760518617501
"LINN_0455_19_repcTamias sp","LINN19","LINN_0455_19","repc","Tamias sp","Canis latrans","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",68,100,"Chordata","LINN_0455_19",83067,"repc",14416,"Tamias sp",459,0.00552566000939001
"LINN_0455_19_repcThomomys talpoides","LINN19","LINN_0455_19","repc","Thomomys talpoides","Canis latrans","Thomomys talpoides","talpoides","Thomomys","Geomyidae","Rodentia","Mammalia","Northern pocket gopher","Pocket gopher","Pocket gophers","Rodents","Mammals",76,99.01,"Chordata","LINN_0455_19",83067,"repc",14416,"Thomomys talpoides",507,0.00610350680775759
"LINN_0455_2_repaCallospermophilus lateralis","LINN02","LINN_0455_2","repa","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",35138,100,"Chordata","LINN_0455_2",108038,"repa",35138,"Callospermophilus lateralis",108038,1
"LINN_0455_2_repbCallospermophilus lateralis","LINN02","LINN_0455_2","repb","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",51014,100,"Chordata","LINN_0455_2",108038,"repb",51014,"Callospermophilus lateralis",108038,1
"LINN_0455_2_repcCallospermophilus lateralis","LINN02","LINN_0455_2","repc","Callospermophilus lateralis","Canis latrans","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",21886,100,"Chordata","LINN_0455_2",108038,"repc",21886,"Callospermophilus lateralis",108038,1
"LINN_0455_20_repaLepus americanus","LINN20","LINN_0455_20","repa","Lepus americanus","Canis latrans","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",18228,98.02,"Chordata","LINN_0455_20",73788,"repa",24178,"Lepus americanus",57598,0.780587629424839
