"fieldid.x","labid","rep.x","defecator","speciessimpleid.x","final_scientific","species","genus","family","order","class","phylum","final_common","genus_group","family_group","order_group","class_group","best_match_pid.mean","total_reads","rep_reads","spec_reads","p_reads","replicates"
"JEFF_0424_13","JEFF13","repa","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,21300,3724,3914,0.183755868544601,1
"JEFF_0424_13","JEFF13","repa","Canis latrans","Tamiasciurus douglasii","Tamiasciurus douglasii","douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Douglas squirrel","Squirrel","Squirrels","Rodents","Mammals",99.505,21300,3724,12156,0.570704225352113,1
"JEFF_0424_13","JEFF13","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,21300,12536,5230,0.245539906103286,1
"JEFF_0424_13","JEFF13","repb","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,21300,12536,3914,0.183755868544601,1
"JEFF_0424_13","JEFF13","repb","Canis latrans","Tamiasciurus douglasii","Tamiasciurus douglasii","douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Douglas squirrel","Squirrel","Squirrels","Rodents","Mammals",99.505,21300,12536,12156,0.570704225352113,1
"JEFF_0424_13","JEFF13","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,21300,5040,5230,0.245539906103286,1
"JEFF_0424_13","JEFF13","repc","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,21300,5040,3914,0.183755868544601,1
"JEFF_0424_13","JEFF13","repc","Canis latrans","Tamiasciurus douglasii","Tamiasciurus douglasii","douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata","Douglas squirrel","Squirrel","Squirrels","Rodents","Mammals",99.505,21300,5040,12156,0.570704225352113,1
"JEFF_0424_6","JEFF06","repa","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,6173,1118,5848,0.94735136886441,1
"JEFF_0424_6","JEFF06","repa","Canis latrans","Microtus sp.","Microtus sp.","sp.","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Vole","Vole","Cricetids","Rodents","Mammals",100,6173,1118,325,0.0526486311355905,1
"JEFF_0424_6","JEFF06","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,6173,2701,5848,0.94735136886441,1
"JEFF_0424_6","JEFF06","repb","Canis latrans","Microtus sp.","Microtus sp.","sp.","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Vole","Vole","Cricetids","Rodents","Mammals",100,6173,2701,325,0.0526486311355905,1
"JEFF_0424_6","JEFF06","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,6173,2354,5848,0.94735136886441,1
"JEFF_0424_6","JEFF06","repc","Canis latrans","Microtus sp.","Microtus sp.","sp.","Microtus","Cricetidae","Rodentia","Mammalia","Chordata","Vole","Vole","Cricetids","Rodents","Mammals",100,6173,2354,325,0.0526486311355905,1
"JEFF_0424_7","JEFF07","repa","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,51052,10950,51052,1,1
"JEFF_0424_7","JEFF07","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,51052,27094,51052,1,1
"JEFF_0424_7","JEFF07","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,51052,13008,51052,1,1
"LINN_0455_1","LINN01","repa","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",99.51,7250,0,7250,1,0
"LINN_0455_1","LINN01","repb","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",99.51,7250,2868,7250,1,1
"LINN_0455_1","LINN01","repc","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",99.51,7250,4382,7250,1,1
"LINN_0455_14","LINN14","repa","Canis latrans","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,44003,8863,35940,0.816762493466355,1
"LINN_0455_14","LINN14","repa","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,44003,8863,870,0.0197713792241438,1
"LINN_0455_14","LINN14","repa","Canis latrans","Peromyscus maniculatus","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",100,44003,8863,691,0.0157034747630843,1
"LINN_0455_14","LINN14","repa","Canis latrans","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,44003,8863,6502,0.147762652546417,1
"LINN_0455_14","LINN14","repb","Canis latrans","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,44003,14711,35940,0.816762493466355,1
"LINN_0455_14","LINN14","repb","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,44003,14711,870,0.0197713792241438,1
"LINN_0455_14","LINN14","repb","Canis latrans","Peromyscus maniculatus","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",100,44003,14711,691,0.0157034747630843,1
"LINN_0455_14","LINN14","repb","Canis latrans","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,44003,14711,6502,0.147762652546417,1
"LINN_0455_14","LINN14","repc","Canis latrans","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,44003,20429,35940,0.816762493466355,1
"LINN_0455_14","LINN14","repc","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,44003,20429,870,0.0197713792241438,1
"LINN_0455_14","LINN14","repc","Canis latrans","Peromyscus maniculatus","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",100,44003,20429,691,0.0157034747630843,1
"LINN_0455_14","LINN14","repc","Canis latrans","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,44003,20429,6502,0.147762652546417,1
"LINN_0455_19","LINN19","repa","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,83067,28097,9105,0.109610314565351,1
"LINN_0455_19","LINN19","repa","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,83067,28097,72996,0.878760518617501,1
"LINN_0455_19","LINN19","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,83067,40554,9105,0.109610314565351,1
"LINN_0455_19","LINN19","repb","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,83067,40554,72996,0.878760518617501,1
"LINN_0455_19","LINN19","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,83067,14416,9105,0.109610314565351,1
"LINN_0455_19","LINN19","repc","Canis latrans","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,83067,14416,72996,0.878760518617501,1
"LINN_0455_2","LINN02","repa","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,108038,35138,108038,1,1
"LINN_0455_2","LINN02","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,108038,51014,108038,1,1
"LINN_0455_2","LINN02","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,108038,21886,108038,1,1
"LINN_0455_20","LINN20","repa","Canis latrans","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,73788,24178,57598,0.780587629424839,1
"LINN_0455_20","LINN20","repa","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,73788,24178,16190,0.219412370575161,1
"LINN_0455_20","LINN20","repb","Canis latrans","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,73788,41250,57598,0.780587629424839,1
"LINN_0455_20","LINN20","repb","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,73788,41250,16190,0.219412370575161,1
"LINN_0455_20","LINN20","repc","Canis latrans","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,73788,8360,57598,0.780587629424839,1
"LINN_0455_20","LINN20","repc","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,73788,8360,16190,0.219412370575161,1
"LINN_0455_21","LINN21","repa","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,70445,31897,35955,0.510398182979629,1
"LINN_0455_21","LINN21","repa","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,70445,31897,34490,0.48960181702037,1
"LINN_0455_21","LINN21","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,70445,31224,35955,0.510398182979629,1
"LINN_0455_21","LINN21","repb","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,70445,31224,34490,0.48960181702037,1
"LINN_0455_21","LINN21","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,70445,7324,35955,0.510398182979629,1
"LINN_0455_21","LINN21","repc","Canis latrans","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,70445,7324,34490,0.48960181702037,1
"LINN_0455_8","LINN08","repa","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,44342,13410,44342,1,1
"LINN_0455_8","LINN08","repb","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,44342,20834,44342,1,1
"LINN_0455_8","LINN08","repc","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,44342,10098,44342,1,1
